,Ensemble ID,Uniprot ID
Ap2m1,ENSMUSG00000022841,P84091
Abcf3,ENSMUSG00000003234,Q8K268
Vwa5b2,ENSMUSG00000046613,Q3UR50
Alg3,ENSMUSG00000033809,Q8K2A8
Ece2,ENSMUSG00000022842,0
Camk2n2,ENSMUSG00000051146,Q78WH7
Psmd2,ENSMUSG00000006998,Q8VDM4
Eif4g1,ENSMUSG00000045983,Q6NZJ6
Fam131a,ENSMUSG00000050821,Q8BWU3
Clcn2,ENSMUSG00000022843,Q9R0A1
Polr2h,ENSMUSG00000021018,Q923G2
Chrd,ENSMUSG00000006958,Q9Z0E2
Ephb3,ENSMUSG00000005958,P54754
Gm16863,ENSMUSG00000096918,0
Vps8,ENSMUSG00000033653,Q0P5W1
2510009E07Rik,ENSMUSG00000043391,Q6GQU0
Ehhadh,ENSMUSG00000022853,Q9DBM2
1300002E11Rik,ENSMUSG00000097290,0
Map3k13,ENSMUSG00000033618,Q1HKZ5
2610020F03Rik,ENSMUSG00000097332,0
Tmem41a,ENSMUSG00000022856,Q9D8U2
Liph,ENSMUSG00000044626,Q8CIV3
Senp2,ENSMUSG00000022855,Q91ZX6
Igf2bp2,ENSMUSG00000033581,Q5SF07
Tra2b,ENSMUSG00000022858,P62996
Etv5,ENSMUSG00000013089,Q9CXC9
Dgkg,ENSMUSG00000022861,Q91WG7
9230117E06Rik,ENSMUSG00000089874,0
Crygs,ENSMUSG00000033501,O35486
Tbccd1,ENSMUSG00000004462,Q640P7
Dnajb11,ENSMUSG00000004460,Q99KV1
Ahsg,ENSMUSG00000022868,P29699
Fetub,ENSMUSG00000022871,Q9QXC1
Kng2,ENSMUSG00000060459,A0A338P699
Kng1,ENSMUSG00000022875,O08677
Eif4a2,ENSMUSG00000022884,P10630
Rfc4,ENSMUSG00000022881,Q99J62
Adipoq,ENSMUSG00000022878,Q60994
BC106179,ENSMUSG00000045231,Q8C9L1
St6gal1,ENSMUSG00000022885,Q64685
Rtp1,ENSMUSG00000033383,Q8C8C1
Masp1,ENSMUSG00000022887,P98064
Rtp4,ENSMUSG00000033355,Q9ER80
Rtp2,ENSMUSG00000047531,Q80ZI2
Bcl6,ENSMUSG00000022508,P41183
Lppos,ENSMUSG00000097867,0
Lpp,ENSMUSG00000033306,Q8BFW7
Tprg,ENSMUSG00000048399,Q8CB49
Trp63,ENSMUSG00000022510,O88898
P3h2,ENSMUSG00000038168,Q8CG71
Cldn1,ENSMUSG00000022512,O88551
Il1rap,ENSMUSG00000022514,Q61730
Gmnc,ENSMUSG00000068428,Q3URY2
Ostn,ENSMUSG00000052276,P61364
Uts2b,ENSMUSG00000056423,Q765I1
Ccdc50,ENSMUSG00000038127,Q810U5
Fgf12,ENSMUSG00000022523,P61329
Mb21d2,ENSMUSG00000051065,Q8C525
Hrasls,ENSMUSG00000022525,Q9QZU4
Atp13a5,ENSMUSG00000048939,Q3TYU2
Atp13a4,ENSMUSG00000038094,Q5XF90
Opa1,ENSMUSG00000038084,P58281
Gm26834,ENSMUSG00000097307,0
Gm26569,ENSMUSG00000097313,0
4632428C04Rik,ENSMUSG00000097184,0
Hes1,ENSMUSG00000022528,P35428
1700025H01Rik,ENSMUSG00000101888,Q9D9Y6
Gm26562,ENSMUSG00000097621,0
Cpn2,ENSMUSG00000023176,Q9DBB9
Lrrc15,ENSMUSG00000052316,Q80X72
Gp5,ENSMUSG00000047953,O08742
Atp13a3,ENSMUSG00000022533,Q5XF89
Tmem44,ENSMUSG00000022537,E9Q4M0
Lsg1,ENSMUSG00000022538,Q3UM18
Fam43a,ENSMUSG00000046546,Q8BUP8
Xxylt1,ENSMUSG00000047434,Q3U4G3
Acap2,ENSMUSG00000049076,Q6ZQK5
Ppp1r2,ENSMUSG00000047714,Q9DCL8
Apod,ENSMUSG00000022548,P51910
Bdh1,ENSMUSG00000046598,Q80XN0
Gm15743,ENSMUSG00000086645,0
Dlg1,ENSMUSG00000022770,Q811D0
Mfi2,ENSMUSG00000022780,Q9R0R1
Pigz,ENSMUSG00000045625,Q8BTP0
0610012G03Rik,ENSMUSG00000107002,A0A0J9YTR2
Ncbp2,ENSMUSG00000022774,Q9CQ49
Senp5,ENSMUSG00000022772,Q6NXL6
Pak2,ENSMUSG00000022781,Q8CIN4
Pigx,ENSMUSG00000023791,Q99LV7
Cep19,ENSMUSG00000035790,Q9CQA8
Nrros,ENSMUSG00000052384,Q8BMT4
Bex6,ENSMUSG00000075269,Q3TZW7
Fbxo45,ENSMUSG00000035764,Q8K3B1
Wdr53,ENSMUSG00000022787,Q9DB94
Smco1,ENSMUSG00000046345,Q8CEZ1
Rnf168,ENSMUSG00000014074,Q80XJ2
Ubxn7,ENSMUSG00000053774,Q6P5G6
Tm4sf19,ENSMUSG00000079625,B2RWD4
Tctex1d2,ENSMUSG00000014075,Q9CQ66
Pcyt1a,ENSMUSG00000005615,P49586
Slc51a,ENSMUSG00000035699,Q8R000
Zdhhc19,ENSMUSG00000052363,Q810M5
Tfrc,ENSMUSG00000022797,Q62351
Tnk2,ENSMUSG00000022791,O54967
Tnk2os,ENSMUSG00000075265,Q3U5E9
Muc4,ENSMUSG00000079620,0
Muc20,ENSMUSG00000035638,Q8BUE7
Rubcn,ENSMUSG00000035629,Q80U62
Fyttd1,ENSMUSG00000022800,Q91Z49
Lrch3,ENSMUSG00000022801,Q8BVU0
Iqcg,ENSMUSG00000035578,Q80W32
Rpl35a,ENSMUSG00000060636,O55142
Lmln,ENSMUSG00000022802,Q8BMN4
Osbpl11,ENSMUSG00000022807,Q8CI95
Snx4,ENSMUSG00000022808,Q91YJ2
1700007L15Rik,ENSMUSG00000097318,0
Zfp148,ENSMUSG00000022811,Q61624
Slc12a8,ENSMUSG00000035506,Q8VI23
Heg1,ENSMUSG00000075254,E9Q7X6
Gm15658,ENSMUSG00000085550,0
Muc13,ENSMUSG00000022824,P19467
Itgb5,ENSMUSG00000022817,O70309
Umps,ENSMUSG00000022814,P13439
Gm15829,ENSMUSG00000086083,0
Kalrn,ENSMUSG00000061751,A2CG49
Ropn1,ENSMUSG00000022832,Q9ESG2
Ccdc14,ENSMUSG00000022833,Q8K2J4
Mylk,ENSMUSG00000022836,Q6PDN3
1700119H24Rik,ENSMUSG00000100593,0
Hacd2,ENSMUSG00000035376,Q9D3B1
Adcy5,ENSMUSG00000022840,P84309
Sec22a,ENSMUSG00000034473,Q8BH47
Pdia5,ENSMUSG00000022844,Q921X9
Sema5b,ENSMUSG00000052133,Q60519
Dirc2,ENSMUSG00000022848,Q8BFQ6
Hspbap1,ENSMUSG00000022849,Q8BK58
Parp14,ENSMUSG00000034422,Q2EMV9
Dtx3l,ENSMUSG00000049502,Q3UIR3
Parp9,ENSMUSG00000022906,Q8CAS9
Gm15564,ENSMUSG00000086324,0
Kpna1,ENSMUSG00000022905,Q60960
Wdr5b,ENSMUSG00000034379,Q9D7H2
Fam162a,ENSMUSG00000003955,Q9D6U8
Ccdc58,ENSMUSG00000075229,Q8R3Q6
Stfa2l1,ENSMUSG00000059657,Q811V2
Gm5416,ENSMUSG00000094733,Q05B95
2010005H15Rik,ENSMUSG00000095620,Q9D8D6
Stfa1,ENSMUSG00000071562,P35175
Gm4758,ENSMUSG00000079595,0
BC100530,ENSMUSG00000071561,D6REU3
Casr,ENSMUSG00000051980,Q9QY96
Cd86,ENSMUSG00000022901,P42082
Ildr1,ENSMUSG00000022900,Q8CBR1
Slc15a2,ENSMUSG00000022899,Q9ES07
Eaf2,ENSMUSG00000022838,Q91ZD6
Iqcb1,ENSMUSG00000022837,Q8BP00
Golgb1,ENSMUSG00000034243,B2RWW2
4930565N06Rik,ENSMUSG00000084834,0
Hcls1,ENSMUSG00000022831,P49710
Fbxo40,ENSMUSG00000047746,P62932
Polq,ENSMUSG00000034206,Q8CGS6
Stxbp5l,ENSMUSG00000022829,Q5DQR4
Gtf2e1,ENSMUSG00000022828,Q9D0D5
Rabl3,ENSMUSG00000022827,Q9D4V7
Hgd,ENSMUSG00000022821,O09173
Ndufb4,ENSMUSG00000022820,Q9CQC7
Fstl1,ENSMUSG00000022816,Q62356
RP23-198F11.3,ENSMUSG00000108763,A0A0U1RPM1
Lrrc58,ENSMUSG00000034158,Q3UGP9
Gpr156,ENSMUSG00000046961,Q6PCP7
Gsk3b,ENSMUSG00000022812,Q9WV60
Nr1i2,ENSMUSG00000022809,O54915
Maats1,ENSMUSG00000022805,Q8BRC6
Maats1os,ENSMUSG00000087568,0
Cox17,ENSMUSG00000046516,P56394
Popdc2,ENSMUSG00000022803,Q9ES82
Pla1a,ENSMUSG00000002847,Q8VI78
Adprh,ENSMUSG00000002844,P54923
D930030I03Rik,ENSMUSG00000097576,0
Cd80,ENSMUSG00000075122,Q00609
Timmdc1,ENSMUSG00000002846,Q8BUY5
Poglut1,ENSMUSG00000034064,Q8BYB9
Tmem39a,ENSMUSG00000002845,Q9CYC3
Gm17103,ENSMUSG00000091238,0
Arhgap31,ENSMUSG00000022799,A6X8Z5
B4galt4,ENSMUSG00000022793,Q9JJ04
Upk1b,ENSMUSG00000049436,Q9Z2C6
4930435E12Rik,ENSMUSG00000022798,A6X8Z9
Gm15802,ENSMUSG00000086175,0
Igsf11,ENSMUSG00000022790,P0C673
Lsamp,ENSMUSG00000061080,Q8BLK3
Gap43,ENSMUSG00000047261,P06837
Zbtb20,ENSMUSG00000022708,Q8K0L9
Gm15713,ENSMUSG00000085499,0
Qtrtd1,ENSMUSG00000022704,B8ZXI1
Ccdc191,ENSMUSG00000022701,A9C444
Zdhhc23,ENSMUSG00000036304,Q5Y5T3
Gramd1c,ENSMUSG00000036292,Q8CI52
Atp6v1a,ENSMUSG00000052459,P50516
Naa50,ENSMUSG00000022698,Q6PGB6
Usf3,ENSMUSG00000068284,B2RUQ2
Sidt1,ENSMUSG00000022696,Q6AXF6
Gm26732,ENSMUSG00000097344,0
Spice1,ENSMUSG00000043065,Q8C804
Cfap44,ENSMUSG00000071550,E9Q5M6
Boc,ENSMUSG00000022687,Q6AZB0
Nepro,ENSMUSG00000036208,Q8R2U2
Gtpbp8,ENSMUSG00000022668,Q9CY28
Cd200r2,ENSMUSG00000090176,Q6XJV6
Cd200r3,ENSMUSG00000036172,Q5UKY4
Ccdc80,ENSMUSG00000022665,Q8R2G6
Slc35a5,ENSMUSG00000022664,Q921R7
Atg3,ENSMUSG00000022663,Q9CPX6
Cd200,ENSMUSG00000022661,O54901
Gm609,ENSMUSG00000053182,A0A077K8V5
Slc9c1,ENSMUSG00000033210,Q6UJY2
Gcsam,ENSMUSG00000022659,Q6RFH4
Tmprss7,ENSMUSG00000033177,Q8BIK6
Tagln3,ENSMUSG00000022658,Q9R1Q8
Abhd10,ENSMUSG00000033157,Q6PE15
Gm15591,ENSMUSG00000086237,0
Phldb2,ENSMUSG00000033149,Q8K1N2
Plcxd2,ENSMUSG00000087141,B2RXA1
Cd96,ENSMUSG00000022657,Q3U0X8
Gm4737,ENSMUSG00000048087,0
Pvrl3,ENSMUSG00000022656,Q9JLB9
Gm7275,ENSMUSG00000067716,0
Dppa4,ENSMUSG00000058550,Q8CCG4
Dppa2,ENSMUSG00000072419,Q9CWH0
Morc1,ENSMUSG00000022652,Q9WVL5
Trat1,ENSMUSG00000030775,Q3UU67
Dzip3,ENSMUSG00000064061,Q7TPV2
C330027C09Rik,ENSMUSG00000033031,Q8BWY9
Myh15,ENSMUSG00000092009,E9Q264
1700026J12Rik,ENSMUSG00000073976,Q9D9W5
Gm5407,ENSMUSG00000058176,0
Ift57,ENSMUSG00000032965,Q8BXG3
Gm15518,ENSMUSG00000087066,0
Cd47,ENSMUSG00000055447,Q61735
Bbx,ENSMUSG00000022641,Q8VBW5
G730013B05Rik,ENSMUSG00000097694,0
Ccdc54,ENSMUSG00000050685,Q9DAL3
Dubr,ENSMUSG00000022639,Q3UVR5
1700116B05Rik,ENSMUSG00000092276,Q9CU03
Cblb,ENSMUSG00000022637,Q3TTA7
Alcam,ENSMUSG00000022636,Q61490
Zpld1,ENSMUSG00000064310,Q8BGZ8
Nfkbiz,ENSMUSG00000035356,Q9EST8
Nxpe3,ENSMUSG00000075033,B9EKK6
Cep97,ENSMUSG00000022604,Q9CZ62
Rpl24,ENSMUSG00000098274,Q8BP67
Zbtb11os1,ENSMUSG00000102101,0
Zbtb11,ENSMUSG00000022601,G5E8B9
Pcnp,ENSMUSG00000071533,Q6P8I4
Trmt10c,ENSMUSG00000044763,Q3UFY8
Senp7,ENSMUSG00000052917,Q8BUH8
Impg2,ENSMUSG00000035270,Q80XH2
Abi3bp,ENSMUSG00000035258,A0A338P6S8
Tfg,ENSMUSG00000022757,B8JJG7
Tmem45a,ENSMUSG00000022754,Q60774
Tmem45a2,ENSMUSG00000046748,B7ZWJ5
Tomm70a,ENSMUSG00000022752,Q9CZW5
Nit2,ENSMUSG00000022751,Q9JHW2
Gm16892,ENSMUSG00000097876,0
Tbc1d23,ENSMUSG00000022749,Q8K0F1
Tmem30c,ENSMUSG00000022753,Q9D4D7
Gm26800,ENSMUSG00000097896,0
Cmss1,ENSMUSG00000022748,Q9CZT6
Filip1l,ENSMUSG00000043336,Q6P6L0
Col8a1,ENSMUSG00000068196,Q00780
Dcbld2,ENSMUSG00000035107,Q91ZV3
St3gal6,ENSMUSG00000022747,Q8VIB3
E330017A01Rik,ENSMUSG00000055789,Q8BU47
Cpox,ENSMUSG00000022742,P36552
Gpr15,ENSMUSG00000047293,Q0VDU3
Cldnd1,ENSMUSG00000022744,Q9CQX5
Olfr180,ENSMUSG00000090629,A0A0U1RNK4
Olfr181,ENSMUSG00000090951,Q8VGQ7
Olfr183,ENSMUSG00000062105,E9QKE8
Olfr193,ENSMUSG00000060057,A0A140LHJ9
Olfr194,ENSMUSG00000063020,L7N1Y8
Olfr199,ENSMUSG00000074996,F6ZUS0
Gabrr3,ENSMUSG00000074991,B2RXA8
1700022E09Rik,ENSMUSG00000099983,0
Mina,ENSMUSG00000022724,Q8CD15
Crybg3,ENSMUSG00000022723,Q80W49
Arl6,ENSMUSG00000022722,O88848
Epha6,ENSMUSG00000055540,Q62413
Nsun3,ENSMUSG00000050312,Q8CCT7
Arl13b,ENSMUSG00000022911,Q640N2
Stx19,ENSMUSG00000047854,Q8R1Q0
Pros1,ENSMUSG00000022912,Q08761
Epha3,ENSMUSG00000052504,P29319
Csnka2ip,ENSMUSG00000068167,Q8CH19
4930453N24Rik,ENSMUSG00000059920,Q3TTL0
Zfp654,ENSMUSG00000047141,Q9DAU9
Cggbp1,ENSMUSG00000054604,Q8BHG9
Htr1f,ENSMUSG00000050783,Q02284
Chmp2b,ENSMUSG00000004843,Q8BJF9
Vgll3,ENSMUSG00000091243,P85442
Cadm2,ENSMUSG00000064115,Q8BLQ9
4933411O13Rik,ENSMUSG00000045178,Q9CUD1
Gm43265,ENSMUSG00000107073,0
Speer2,ENSMUSG00000063163,E9Q9U2
Gbe1,ENSMUSG00000022707,Q9D6Y9
Robo1,ENSMUSG00000022883,O89026
Robo2,ENSMUSG00000052516,Q7TPD3
Lipi,ENSMUSG00000032948,F6YQT7
Rbm11,ENSMUSG00000032940,Q80YT9
Hspa13,ENSMUSG00000032932,Q8BM72
Samsn1,ENSMUSG00000022876,P57725
Nrip1,ENSMUSG00000048490,Q8CBD1
Gm9843,ENSMUSG00000050299,0
RP24-443G20.1,ENSMUSG00000109338,0
RP23-185P17.2,ENSMUSG00000109333,0
1700041M19Rik,ENSMUSG00000100857,0
Usp25,ENSMUSG00000022867,P57080
Gm17333,ENSMUSG00000091193,0
Cxadr,ENSMUSG00000022865,P97792
Btg3,ENSMUSG00000022863,P50615
D16Ertd472e,ENSMUSG00000022864,Q9D7G4
Chodl,ENSMUSG00000022860,Q9CXM0
Tmprss15,ENSMUSG00000022857,P97435
1700066C05Rik,ENSMUSG00000101810,0
Ncam2,ENSMUSG00000022762,O35136
Gm21833,ENSMUSG00000094030,J3QPK1
Mir155hg,ENSMUSG00000097418,0
Mrpl39,ENSMUSG00000022889,Q9JKF7
Jam2,ENSMUSG00000053062,Q9JI59
Atp5j,ENSMUSG00000022890,P97450
Gabpa,ENSMUSG00000008976,Q00422
App,ENSMUSG00000022892,P12023
Cyyr1,ENSMUSG00000041134,Q8VIH7
Adamts1,ENSMUSG00000022893,P97857
Adamts5,ENSMUSG00000022894,Q9R001
N6amt1,ENSMUSG00000044442,Q6SKR2
Ltn1,ENSMUSG00000052299,Q6A009
Rwdd2b,ENSMUSG00000041079,Q99M03
Usp16,ENSMUSG00000025616,Q99LG0
Cct8,ENSMUSG00000025613,P42932
Map3k7cl,ENSMUSG00000025610,P58500
Bach1,ENSMUSG00000025612,P97302
2810407A14Rik,ENSMUSG00000055972,Q8C9M5
Grik1,ENSMUSG00000022935,Q60934
Krtap24-1,ENSMUSG00000050239,G3X9A2
Krtap13,ENSMUSG00000050224,O88375
Krtap15,ENSMUSG00000022931,Q9QZU5
Krtap6-5,ENSMUSG00000062400,Q925H3
1110025L11Rik,ENSMUSG00000068073,O09048
Gm9789,ENSMUSG00000044227,Q8BIG3
Krtap7-1,ENSMUSG00000056706,Q9D3I6
Tiam1,ENSMUSG00000002489,Q60610
Sod1,ENSMUSG00000022982,P08228
Scaf4,ENSMUSG00000022983,Q7TSH6
Hunk,ENSMUSG00000053414,O88866
Mis18a,ENSMUSG00000022978,Q9CZJ6
Gm17518,ENSMUSG00000097757,0
Mrap,ENSMUSG00000039956,Q9D159
Urb1,ENSMUSG00000039929,Q571H0
Eva1c,ENSMUSG00000039903,P58659
1110004E09Rik,ENSMUSG00000022972,Q8BL95
Synj1,ENSMUSG00000022973,Q8CHC4
Gm15965,ENSMUSG00000085279,0
Paxbp1,ENSMUSG00000022974,P58501
4932438H23Rik,ENSMUSG00000039851,Q9D4G1
Gm9881,ENSMUSG00000052471,Q8BR56
Olig2,ENSMUSG00000039830,Q9EQW6
Olig1,ENSMUSG00000046160,Q9JKN5
Gm15966,ENSMUSG00000085865,0
Ifnar2,ENSMUSG00000022971,O35664
Il10rb,ENSMUSG00000022969,Q61190
Ifnar1,ENSMUSG00000022967,P33896
Ifngr2,ENSMUSG00000022965,D6RIP6
Tmem50b,ENSMUSG00000022964,Q9D1X9
Dnajc28,ENSMUSG00000039763,Q8VCE1
Gart,ENSMUSG00000022962,Q64737
Son,ENSMUSG00000022961,Q9QX47
Donson,ENSMUSG00000022960,Q9QXP4
Atp5o,ENSMUSG00000022956,Q9DB20
Cryzl1,ENSMUSG00000058240,Q921W4
Itsn1,ENSMUSG00000022957,Q9Z0R4
Mrps6,ENSMUSG00000039680,P58064
Slc5a3,ENSMUSG00000089774,Q9JKZ2
Kcne2,ENSMUSG00000039672,Q9D808
Smim11,ENSMUSG00000051989,Q99J19
1700048M11Rik,ENSMUSG00000085637,0
4930563D23Rik,ENSMUSG00000051728,Q8CDS7
Kcne1,ENSMUSG00000039639,P23299
Rcan1,ENSMUSG00000022951,Q9JHG6
Clic6,ENSMUSG00000022949,Q8BHB9
Runx1,ENSMUSG00000022952,Q03347
Gm26626,ENSMUSG00000097139,0
1700029J03Rik,ENSMUSG00000099968,0
Setd4,ENSMUSG00000022948,P58467
Cbr1,ENSMUSG00000051483,P48758
Cbr3,ENSMUSG00000022947,Q8K354
Dopey2,ENSMUSG00000022946,Q3UHQ6
2310043M15Rik,ENSMUSG00000097768,0
Morc3,ENSMUSG00000039456,F7BJB9
Chaf1b,ENSMUSG00000022945,Q9D0N7
Cldn14,ENSMUSG00000047109,Q9Z0S3
Sim2,ENSMUSG00000062713,Q61079
Hlcs,ENSMUSG00000040820,Q920N2
Ripply3,ENSMUSG00000022941,Q924S9
Pigp,ENSMUSG00000022940,Q9JHG1
Ttc3,ENSMUSG00000040785,O88196
Dscr3,ENSMUSG00000022898,O35075
Dyrk1a,ENSMUSG00000022897,Q61214
Kcnj6,ENSMUSG00000043301,P48542
Gm7976,ENSMUSG00000097551,0
Kcnj15,ENSMUSG00000062609,O88932
Erg,ENSMUSG00000040732,P81270
Ets2,ENSMUSG00000022895,P15037
1600002D24Rik,ENSMUSG00000086899,0
Gm15340,ENSMUSG00000085903,0
Psmg1,ENSMUSG00000022913,Q9JK23
Brwd1,ENSMUSG00000022914,Q921C3
1700093J21Rik,ENSMUSG00000022915,0
Gm15341,ENSMUSG00000086093,0
Hmgn1,ENSMUSG00000040681,P18608
Wrb,ENSMUSG00000023147,Q8K0D7
Lca5l,ENSMUSG00000045275,Q8C0X0
Sh3bgr,ENSMUSG00000040666,Q9WUZ7
B3galt5,ENSMUSG00000074892,Q9JI67
Igsf5,ENSMUSG00000000159,Q7TSN7
Pcp4,ENSMUSG00000090223,P63054
Dscam,ENSMUSG00000050272,Q9ERC8
Bace2,ENSMUSG00000040605,Q9JL18
Mx1,ENSMUSG00000000386,P09922
Fam3b,ENSMUSG00000022938,Q9D309
Gm9242,ENSMUSG00000096156,0
Tmprss2,ENSMUSG00000000385,Q9JIQ8
Ripk4,ENSMUSG00000005251,Q9ERK0
Prdm15,ENSMUSG00000014039,E9Q8T2
C2cd2,ENSMUSG00000045975,E9Q3C1
Zbtb21,ENSMUSG00000046962,A0A338P6M4
C030010L15Rik,ENSMUSG00000097874,0
B230307C23Rik,ENSMUSG00000080717,A0A338P6F4
Scaf8,ENSMUSG00000046201,Q6DID3
Tiam2,ENSMUSG00000023800,Q6ZPF3
Tfb1m,ENSMUSG00000036983,Q8JZM0
Nox3,ENSMUSG00000023802,Q672J9
Arid1b,ENSMUSG00000069729,E9Q4N7
Gm29050,ENSMUSG00000101133,0
Tmem242,ENSMUSG00000004945,Q8VCR3
Ldhal6b,ENSMUSG00000101959,Q8BVP2
Zdhhc14,ENSMUSG00000034265,Q8BQQ1
3300005D01Rik,ENSMUSG00000096965,0
Snx9,ENSMUSG00000002365,Q91VH2
Synj2,ENSMUSG00000023805,Q9D2G5
Serac1,ENSMUSG00000015659,Q3U213
Gtf2h5,ENSMUSG00000034345,Q8K2X8
Tulp4,ENSMUSG00000034377,Q9JIL5
Tmem181a,ENSMUSG00000038141,A0A338P7C9
Dynlt1a,ENSMUSG00000092074,0
Gm26848,ENSMUSG00000097723,0
Dynlt1b,ENSMUSG00000096255,P51807
Dynlt1c,ENSMUSG00000000579,0
Dynlt1f,ENSMUSG00000095677,0
Sytl3,ENSMUSG00000041831,Q99N48
Ezr,ENSMUSG00000052397,P26040
Gm2885,ENSMUSG00000097103,0
Gm29205,ENSMUSG00000099735,0
Rsph3b,ENSMUSG00000023806,Q9DA80
Tagap1,ENSMUSG00000052031,P0CAX8
Rnaset2b,ENSMUSG00000094724,C0HKG6
Rps6ka2,ENSMUSG00000023809,Q9WUT3
Tcp10a,ENSMUSG00000071322,D3Z3T8
Ttll2,ENSMUSG00000079722,A4Q9E4
Gm9992,ENSMUSG00000056133,A0A338P720
Fndc1,ENSMUSG00000071984,A0A6I8MWX0
E430024P14Rik,ENSMUSG00000090069,0
Tagap,ENSMUSG00000033450,B2RWW0
Rsph3a,ENSMUSG00000073471,Q3UFY4
Gm1604a,ENSMUSG00000094083,Q3TRG0
Rnaset2a,ENSMUSG00000095687,C0HKG5
Fgfr1op,ENSMUSG00000069135,Q66JX5
Ccr6,ENSMUSG00000040899,O54689
Mpc1,ENSMUSG00000023861,P63030
Sft2d1,ENSMUSG00000073468,Q5SSN7
Prr18,ENSMUSG00000055945,Q6PAN7
Gm16702,ENSMUSG00000097796,0
T,ENSMUSG00000062327,P20293
Pde10a,ENSMUSG00000023868,Q8CA95
Gm17087,ENSMUSG00000099104,0
1700010I14Rik,ENSMUSG00000023873,A0A3B2W3S4
Pabpc6,ENSMUSG00000046173,Q9D4E6
Qk,ENSMUSG00000062078,Q9QYS9
1700110C19Rik,ENSMUSG00000099384,0
Pacrg,ENSMUSG00000037196,Q9DAK2
Gm16168,ENSMUSG00000089941,0
Park2,ENSMUSG00000023826,Q9WVS6
Agpat4,ENSMUSG00000023827,Q8K4X7
Map3k4,ENSMUSG00000014426,O08648
4732491K20Rik,ENSMUSG00000097350,0
Plg,ENSMUSG00000059481,P20918
Slc22a3,ENSMUSG00000023828,Q9WTW5
Slc22a2,ENSMUSG00000040966,O70577
Igf2r,ENSMUSG00000023830,Q07113
Airn,ENSMUSG00000078247,Q78TB4
Mas1,ENSMUSG00000068037,P30554
Pnldc1,ENSMUSG00000073460,B2RXZ1
Mrpl18,ENSMUSG00000057388,Q9CQL5
Tcp1,ENSMUSG00000068039,P11983
Acat3,ENSMUSG00000062480,Q80X81
Acat2,ENSMUSG00000023832,Q8CAY6
Wtap,ENSMUSG00000060475,Q9ER69
Sod2,ENSMUSG00000006818,P09671
Tcp10b,ENSMUSG00000055602,A0A3B2W411
Unc93a,ENSMUSG00000067049,Q710D3
Smok2a,ENSMUSG00000073458,Q9QYZ6
Smok2b,ENSMUSG00000073457,Q9QYZ3
Tcp10c,ENSMUSG00000052469,A0A3B2WCB2
Tcte2,ENSMUSG00000038347,A0A3B2WCU5
Gm16052,ENSMUSG00000086292,0
Gm16049,ENSMUSG00000086465,0
Mllt4,ENSMUSG00000068036,Q9QZQ1
Gm7168,ENSMUSG00000067941,A0AUV4
Gm7356,ENSMUSG00000101361,A0A087WSA6
Dact2,ENSMUSG00000048826,Q7TN08
Smoc2,ENSMUSG00000023886,Q8CD91
Thbs2,ENSMUSG00000023885,Q03350
Wdr27,ENSMUSG00000046991,Q8C5V5
1600012H06Rik,ENSMUSG00000050088,Q9DAY5
Phf10,ENSMUSG00000023883,Q9D8M7
Gm3448,ENSMUSG00000079710,0
Ermard,ENSMUSG00000036552,A0A2I3BPT5
Tcte3,ENSMUSG00000079707,0
Gm28873,ENSMUSG00000100536,0
Gm5091,ENSMUSG00000097624,0
Dll1,ENSMUSG00000014773,Q61483
A930024N18Rik,ENSMUSG00000097566,0
Fam120b,ENSMUSG00000014763,Q6RI63
Psmb1,ENSMUSG00000014769,O09061
Tbp,ENSMUSG00000014767,P29037
Pdcd2,ENSMUSG00000014771,P46718
Prdm9,ENSMUSG00000051977,Q96EQ9
Chd1,ENSMUSG00000023852,P40201
Rgmb,ENSMUSG00000048027,Q7TQ33
BC002059,ENSMUSG00000060149,Q99M29
Zfp960,ENSMUSG00000096696,L7N267
Zfp97,ENSMUSG00000095990,E9PZP6
Gm6712,ENSMUSG00000072761,0
Gm26873,ENSMUSG00000097379,0
Lix1,ENSMUSG00000047786,Q6P566
Lnpep,ENSMUSG00000023845,Q8C129
Spaca6,ENSMUSG00000080316,E9Q8Q8
Has1,ENSMUSG00000003665,Q61647
Gm7535,ENSMUSG00000090957,0
Vmn2r107,ENSMUSG00000056910,A0A3B2W7Y7
Gm5145,ENSMUSG00000071273,0
Vmn1r226,ENSMUSG00000042848,Q0VDY9
Ppp2r1a,ENSMUSG00000007564,Q76MZ3
Zfp160,ENSMUSG00000067942,A0A338P6G3
Gm6811,ENSMUSG00000091550,0
Zfp677,ENSMUSG00000062743,Q6PEP4
Zfp54,ENSMUSG00000023882,E9PW05
Zfp51,ENSMUSG00000023892,Q3U4L8
Gm26753,ENSMUSG00000097759,0
Zfp53,ENSMUSG00000057409,Q9Z117
9330136K24Rik,ENSMUSG00000097781,0
Zfp52,ENSMUSG00000051341,O88225
Zfp948,ENSMUSG00000067931,Q6DFU8
3110052M02Rik,ENSMUSG00000035868,E9PUT0
Gm10226,ENSMUSG00000067929,O88253
Zfp760,ENSMUSG00000067928,E9QAF5
Zfp229,ENSMUSG00000061544,E9PWT2
Zfp820,ENSMUSG00000069743,A0A3B2W7H5
2210404O09Rik,ENSMUSG00000078546,B9EIT4
Zfp942,ENSMUSG00000071267,B8JJA7
Zfp943,ENSMUSG00000053347,D3YYH7
Zfp947,ENSMUSG00000063383,Q0VAV0
